"Area" "Perimeter" "Major_Axis_Length" "Minor_Axis_Length" "Eccentricity" "Convex_Area" "Extent" "Class"
15105 503.2919922 215.5826721 89.79667664 0.909121931 15327 0.60047704 "Cammeo"
14547 491.0440063 206.657074 90.17514038 0.89977622 14780 0.593222439 "Cammeo"
12867 449.0799866 181.7005615 91.34106445 0.864460349 13152 0.649061739 "Osmancik"
14022 483.0190125 204.4829559 88.56926727 0.901327789 14358 0.704729378 "Cammeo"
11437 430.6119995 184.1344604 79.24053955 0.902666569 11587 0.687939823 "Osmancik"
14488 489.8179932 204.6651917 91.22494507 0.895168602 14826 0.638294101 "Cammeo"
12840 454.4049988 184.8151855 89.92162323 0.873653352 13185 0.726655364 "Osmancik"
12600 441.2340088 182.6632538 88.16088867 0.875817955 12767 0.600686491 "Osmancik"
11536 426.8519897 172.1890717 87.07992554 0.862696052 11891 0.605882347 "Osmancik"
15115 492.0159912 200.4536285 97.04860687 0.874987841 15411 0.72382915 "Osmancik"
12709 461.0119934 190.7787476 87.41279602 0.888854563 13064 0.786934972 "Cammeo"
11565 428.4859924 180.718338 81.82832336 0.891614795 11737 0.764072418 "Osmancik"
11550 426.8439941 173.1856537 86.17210388 0.867423415 11766 0.613741457 "Osmancik"
10829 404.7510071 160.1178894 87.50862122 0.837441981 11138 0.721452355 "Osmancik"
10844 412.6640015 171.0299988 81.49285126 0.879183769 11046 0.817058444 "Osmancik"
11224 424.7470093 174.4214478 83.19822693 0.878905773 11544 0.713450313 "Osmancik"
13860 484.7720032 200.7766266 88.84082794 0.896775484 14238 0.660881162 "Cammeo"
11874 435.9360046 177.2800293 86.48963928 0.872916222 12097 0.722482502 "Osmancik"
9929 395.8720093 164.9081421 77.17048645 0.883749425 10070 0.613355577 "Osmancik"
11748 446.6950073 190.2133179 79.88955688 0.907524228 11926 0.809760153 "Osmancik"
11545 431.1159973 174.7368317 85.66143799 0.871592462 11911 0.652997732 "Osmancik"
11553 433.7770081 183.2213745 80.94514465 0.897119105 11729 0.806773722 "Osmancik"
14155 480.5220032 200.5467377 91.05967712 0.890972555 14462 0.722193897 "Cammeo"
12653 441.493988 176.0151062 93.18790436 0.848352849 12955 0.764809012 "Osmancik"
14053 497.052002 216.191864 84.159935 0.921117961 14416 0.808387041 "Cammeo"
11288 429.6470032 173.5355835 84.29547119 0.874095976 11665 0.593106329 "Osmancik"
13282 470.2579956 199.71138 85.10118103 0.904666245 13513 0.671622157 "Cammeo"
10480 414.8089905 177.8561249 75.2631073 0.90605104 10657 0.630338013 "Osmancik"
11462 432.1080017 180.2800598 81.89021301 0.890879929 11725 0.699926734 "Osmancik"
9249 390.20401 162.3269806 73.78990936 0.890708089 9522 0.617588162 "Osmancik"
13314 474.0870056 203.9480133 83.6628418 0.911988139 13627 0.747138023 "Cammeo"
10760 420.9490051 173.4446564 80.46677399 0.885870039 11046 0.58711189 "Osmancik"
13309 460.9219971 191.4629669 88.95413971 0.885519445 13540 0.653747916 "Cammeo"
14142 470.7130127 180.6985779 101.7622604 0.826347649 14709 0.702742994 "Osmancik"
11771 430.4700012 181.3029938 83.21956635 0.888432026 11919 0.796737492 "Osmancik"
11281 407.1010132 160.91008 90.44052124 0.827098966 11483 0.670012474 "Osmancik"
14269 501.0400085 214.6693573 85.64315796 0.916971028 14733 0.700009823 "Cammeo"
14723 491.0549927 204.1756744 93.06549072 0.890076637 15021 0.575679362 "Cammeo"
12539 437.4259949 174.9005737 92.72463226 0.847899973 12835 0.787378311 "Osmancik"
11297 418.9530029 172.9674225 84.43346405 0.872761667 11482 0.62293905 "Osmancik"
12325 454.0490112 192.6950531 82.55290985 0.903583407 12583 0.786033154 "Osmancik"
10697 408.8439941 163.8752289 84.58505249 0.856495082 10995 0.758114815 "Osmancik"
11937 427.3349915 172.9316406 88.59191132 0.858809888 12111 0.772321403 "Osmancik"
10828 415.8510132 167.3562775 83.59038544 0.866327941 11225 0.653706849 "Osmancik"
11559 427.0299988 173.2377777 87.18897247 0.864117086 11840 0.699147165 "Osmancik"
15975 522.8040161 218.4176788 94.04412842 0.902557135 16290 0.567636728 "Cammeo"
13651 502.0799866 222.0735626 79.33726501 0.934006214 14034 0.792648911 "Cammeo"
14988 491.7070007 205.0606689 94.85704041 0.886577368 15270 0.582013071 "Cammeo"
12243 449.6809998 182.0261993 87.13170624 0.877991199 12744 0.778569162 "Osmancik"
12095 444.0339966 186.0676727 83.80880737 0.892816246 12290 0.699942112 "Osmancik"
12330 433.0690002 173.9345551 91.46205139 0.850582421 12550 0.684239745 "Osmancik"
14966 499.6380005 205.474823 93.38162231 0.890763342 15387 0.58142966 "Cammeo"
10824 416.4150085 170.8782196 81.73239899 0.878192246 11046 0.590507388 "Osmancik"
11808 431.4570007 176.3045807 85.55895233 0.874352932 12006 0.618349373 "Osmancik"
12274 456.1239929 194.487381 81.23902893 0.908581078 12562 0.709643841 "Cammeo"
12364 442.855011 175.3573914 91.6060257 0.852702916 12679 0.617891073 "Osmancik"
16094 509.9790039 215.5475922 95.61666107 0.896225452 16403 0.758792996 "Cammeo"
11337 433.9779968 184.348114 78.86769867 0.903864264 11506 0.656608343 "Osmancik"
12981 451.3269958 183.7618561 91.07872772 0.868531168 13231 0.754928768 "Osmancik"
13135 459.256012 189.7806244 89.05083466 0.883075774 13353 0.58006537 "Osmancik"
9853 395.5010071 159.9161224 80.05778503 0.865665078 10102 0.601967275 "Osmancik"
13627 476.9890137 201.194519 86.95225525 0.901787341 13926 0.780559063 "Cammeo"
17425 541.8029785 232.0575562 96.44174194 0.90955019 17758 0.703955054 "Cammeo"
14985 516.9609985 219.5333862 88.00939178 0.91612488 15412 0.622973323 "Cammeo"
12495 451.3169861 182.6416168 88.68121338 0.874210179 12902 0.59061259 "Osmancik"
10536 412.5069885 162.7202911 84.6243515 0.854129553 10974 0.685937524 "Osmancik"
13645 484.3250122 205.5389709 85.92192841 0.908432186 13972 0.547134995 "Cammeo"
10919 428.7019958 182.9326477 77.90177155 0.904794037 11162 0.609047294 "Osmancik"
12537 440.1059875 177.2747192 91.08681488 0.857899606 12845 0.670427799 "Osmancik"
14410 477.6619873 197.1763763 93.66033936 0.879981518 14645 0.657270551 "Cammeo"
15158 505.276001 209.4760284 93.92682648 0.893838346 15586 0.609366834 "Cammeo"
14035 480.6289978 199.1483917 91.4108963 0.888431609 14422 0.716290712 "Cammeo"
15275 509.855011 217.5546875 90.183815 0.910033822 15582 0.667613626 "Cammeo"
11483 437.0249939 185.7523804 79.0817337 0.904846787 11665 0.575070083 "Osmancik"
11850 434.6220093 180.0014496 84.9884491 0.88151598 12073 0.792112291 "Osmancik"
10463 417.3569946 177.1761169 76.0458374 0.903204501 10681 0.583221853 "Osmancik"
12411 443.5549927 178.2272186 90.2240448 0.862398267 12780 0.640534699 "Osmancik"
15807 513.5109863 219.2963257 92.29656982 0.907118201 16078 0.780978262 "Cammeo"
11011 414.302002 170.3466034 83.25295258 0.872436881 11188 0.720992684 "Osmancik"
15028 498.82901 205.5384521 94.58416748 0.88782692 15382 0.577777803 "Cammeo"
15136 503.2600098 208.7720184 94.06877899 0.892735362 15471 0.595905483 "Cammeo"
11815 456.6029968 200.1107025 75.79281616 0.925497234 12108 0.733759761 "Cammeo"
13033 466.1390076 198.2071075 84.5166626 0.904531956 13234 0.769271612 "Osmancik"
12735 473.0509949 200.6844482 81.73117828 0.913311303 13140 0.537613988 "Cammeo"
14887 493.0450134 199.164917 96.6937027 0.874239087 15347 0.617128909 "Cammeo"
10663 403.2550049 163.9362793 83.74741364 0.859667778 10884 0.652171254 "Osmancik"
15710 517.0700073 214.7502136 95.24736023 0.896261394 16259 0.607595921 "Cammeo"
10763 416.0169983 171.0617828 80.66741943 0.881829202 10951 0.595035374 "Osmancik"
12624 451.7569885 188.2363586 86.35598755 0.888558388 12878 0.809023321 "Osmancik"
14817 502.5830078 211.5290222 90.38519287 0.904112518 15113 0.568027616 "Cammeo"
12060 438.7749939 177.4010315 87.37784576 0.870287478 12420 0.648666084 "Osmancik"
10594 409.821991 164.2878418 84.0559845 0.859200835 10977 0.627904236 "Osmancik"
15907 527.2109985 224.2521973 91.44113922 0.913089037 16206 0.547667384 "Cammeo"
11184 416.9249878 171.3773956 83.9644928 0.871756673 11349 0.649401903 "Osmancik"
10185 397.980011 163.8427277 79.58455658 0.874104738 10335 0.631510437 "Osmancik"
10826 414.2229919 168.2527924 82.88858795 0.87023139 11040 0.615498304 "Osmancik"
11048 424.2749939 169.5191193 84.77814484 0.865962088 11419 0.691623867 "Osmancik"
13811 485.6900024 209.2727661 85.20029449 0.913372159 14083 0.690619051 "Cammeo"
13780 497.428009 221.7229004 79.95213318 0.932722569 14010 0.550781429 "Cammeo"
12624 452.7319946 192.1109619 84.61237335 0.897784531 12791 0.565591395 "Osmancik"
14947 506.651001 214.3443146 89.52690125 0.908595145 15364 0.562996745 "Cammeo"
11945 414.1459961 162.3527832 94.94728088 0.811162531 12106 0.797769308 "Osmancik"
9447 407.0920105 173.822403 70.0859375 0.915109992 9698 0.582500935 "Osmancik"
13418 474.901001 194.5457001 89.70830536 0.887339413 13973 0.604305506 "Cammeo"
14013 458.9110107 181.9514923 99.44376373 0.83743304 14323 0.794387758 "Cammeo"
15087 510.605011 218.1743469 89.15250397 0.912700295 15506 0.549497366 "Cammeo"
12340 466.7430115 196.6935425 80.84041595 0.91163677 12774 0.744494736 "Osmancik"
14634 501.1220093 214.106781 87.76828766 0.912118077 14954 0.693258822 "Cammeo"
14284 499.9150085 213.1660614 86.92615509 0.913077474 14678 0.704582453 "Cammeo"
14295 484.2269897 202.7705688 91.39711761 0.892654479 14528 0.551823974 "Cammeo"
12120 441 180.3765259 86.71607971 0.876857519 12479 0.642255306 "Osmancik"
9292 414.118988 183.6397095 64.87107086 0.935528278 9442 0.501078486 "Osmancik"
14826 514.5319824 219.3729401 86.88575745 0.918222845 15170 0.543076932 "Cammeo"
15636 513.2269897 214.3835602 93.97776031 0.898798168 15913 0.566275537 "Cammeo"
12155 434.2749939 174.7768097 89.50150299 0.858931601 12388 0.80294621 "Osmancik"
11952 443.4909973 181.7682648 85.32751465 0.882969558 12224 0.590134799 "Osmancik"
11221 418.5610046 168.1425018 85.76485443 0.860131443 11455 0.767720282 "Osmancik"
10965 416.6270142 171.8099518 82.7122879 0.876491487 11167 0.66054219 "Osmancik"
10482 402.5209961 164.5421295 82.02778625 0.866877377 10679 0.618115366 "Osmancik"
10309 396.5390015 161.2334137 81.93710327 0.861245334 10478 0.707549751 "Osmancik"
11504 432.4440002 175.78508 84.95903015 0.875448227 11861 0.588018835 "Osmancik"
13181 470.3890076 199.4720764 84.90553284 0.904887319 13429 0.73435849 "Cammeo"
13644 473.178009 200.2905121 87.84367371 0.898691535 13859 0.676785707 "Cammeo"
13818 467.8959961 189.2847595 94.47992706 0.866520345 14142 0.617453873 "Osmancik"
14470 489.7860107 207.3626556 89.81264496 0.901336908 14724 0.619620621 "Cammeo"
10150 405.7369995 164.7185516 80.26424408 0.87324518 10338 0.59270072 "Osmancik"
10469 423.7850037 177.0367737 76.73817444 0.901173294 10859 0.570207 "Osmancik"
12470 455.8970032 192.4611511 83.3955307 0.901244462 12704 0.581297755 "Cammeo"
10690 404.6400146 165.3701935 83.37030792 0.863619924 10855 0.620789766 "Osmancik"
11462 424.5570068 175.4199982 84.14051819 0.87745893 11650 0.798245013 "Osmancik"
13560 479.1990051 197.5580292 88.77228546 0.89335686 14033 0.691766143 "Cammeo"
12421 464.6390076 200.5952759 79.92349243 0.917198062 12699 0.553816676 "Osmancik"
11732 433.8640137 173.9580841 86.97465515 0.866039932 12054 0.629601777 "Osmancik"
13198 468.4559937 200.4911499 84.69168854 0.906399727 13455 0.731921017 "Cammeo"
11976 444.6440125 188.9818573 81.36695862 0.902564645 12149 0.558009505 "Osmancik"
14897 509.631012 219.6719208 87.50059509 0.917244792 15330 0.713662922 "Cammeo"
12324 465.6690063 198.5217133 80.21651459 0.914728403 12557 0.641674459 "Osmancik"
10650 407.1610107 165.6199951 83.14749146 0.864845693 10851 0.615500212 "Osmancik"
10156 409.2900085 177.7449951 73.22962952 0.911187172 10327 0.751795113 "Osmancik"
13251 460.5320129 190.9163055 88.99755859 0.884700418 13528 0.749915123 "Cammeo"
11891 430.3009949 175.0167389 87.99028778 0.864429772 12170 0.61038959 "Osmancik"
12495 454.7929993 186.7766266 86.49271393 0.886315942 12774 0.750315249 "Osmancik"
14818 487.0159912 197.8289795 97.38611603 0.870440125 15261 0.632599056 "Cammeo"
10719 422.3739929 173.3438568 80.02292633 0.887065947 11007 0.766573668 "Osmancik"
12198 432.0270081 176.9954376 88.56768799 0.865797043 12400 0.749493062 "Osmancik"
14811 512.1099854 217.738327 87.48340607 0.915735245 15090 0.549165726 "Cammeo"
11031 421.2909851 172.6673584 82.59618378 0.878166914 11298 0.72879231 "Osmancik"
12029 441.7399902 181.7962799 85.41960144 0.88273859 12275 0.596558213 "Cammeo"
12426 451.0889893 185.1910248 87.4606781 0.881452441 12779 0.624579012 "Cammeo"
12683 444.5310059 176.6249695 92.58024597 0.851618052 13094 0.668088913 "Osmancik"
11106 415.9849854 175.1867523 81.15784454 0.886219919 11257 0.609985173 "Osmancik"
13234 472.3500061 198.5750122 86.26436615 0.900711834 13512 0.742648721 "Cammeo"
15676 512.335022 214.7678528 93.72193909 0.899758995 15961 0.779280186 "Cammeo"
10817 403.9979858 167.4233551 82.7212677 0.869413972 10953 0.785092175 "Osmancik"
12170 441.4769897 181.8880005 86.57873535 0.879445136 12373 0.772551239 "Osmancik"
11749 455.2569885 192.5899963 78.04095459 0.914220035 12001 0.606650472 "Osmancik"
18313 538.4979858 222.4642487 106.1847458 0.878734171 18724 0.624420345 "Cammeo"
10227 403.9989929 164.8086548 80.21972656 0.873544335 10496 0.630595624 "Osmancik"
11859 444.8009949 183.5527649 83.57420349 0.890330791 12213 0.763127387 "Cammeo"
14305 491.1610107 207.8712921 88.60971069 0.904595017 14633 0.579525173 "Cammeo"
15475 511.7969971 220.4769287 90.20722961 0.91246897 15734 0.827318907 "Cammeo"
11941 434.8039856 174.2298889 89.47452545 0.858063936 12249 0.754136682 "Osmancik"
12863 457.1910095 195.7003937 84.50079346 0.901975811 13023 0.808586895 "Cammeo"
16679 528.552002 222.7795868 96.64006805 0.901012897 17006 0.569171429 "Cammeo"
13567 475.17099 197.2946777 88.91294098 0.892695367 13940 0.637696803 "Cammeo"
15545 516.8690186 217.1186829 92.24694061 0.90525496 16019 0.657488465 "Cammeo"
10873 408.4890137 167.7020264 83.42141724 0.867499352 11073 0.668120921 "Osmancik"
9346 383.743988 158.0488739 75.98288727 0.876854599 9539 0.679017723 "Osmancik"
12730 462.3699951 192.6936188 85.33430481 0.896595895 13160 0.633711696 "Osmancik"
12734 447.0840149 180.24823 91.31795502 0.862167537 13019 0.794881403 "Osmancik"
10680 413.803009 171.882019 79.86556244 0.885492623 10848 0.590773344 "Osmancik"
13469 475.0870056 203.247818 84.86798096 0.908649743 13739 0.727778673 "Cammeo"
10392 416.4890137 177.3663483 75.56694794 0.904699564 10559 0.562459409 "Osmancik"
11396 446.2829895 192.2324066 76.52645874 0.917344868 11692 0.645153999 "Cammeo"
14523 491.9370117 205.1251221 91.14208221 0.895865977 14849 0.610005021 "Cammeo"
13864 491.4460144 206.8836975 86.35062408 0.908728719 14221 0.715967774 "Cammeo"
11380 423.6149902 172.1738892 85.65729523 0.867461383 11620 0.673173606 "Osmancik"
13087 468.8110046 198.2867126 84.87167358 0.90376687 13488 0.772458971 "Cammeo"
14362 504.5769958 211.2930603 88.26586151 0.908565998 14724 0.541860044 "Cammeo"
14968 514.8010254 220.223999 87.73534393 0.917215526 15438 0.740916729 "Cammeo"
13549 464.0050049 189.9726563 91.63721466 0.875967264 13772 0.73933208 "Osmancik"
11782 436.5339966 183.4502258 82.57640076 0.892963171 11985 0.614029586 "Osmancik"
16593 524.8380127 218.1038208 97.8526001 0.893706799 16814 0.593285203 "Cammeo"
15500 502.3210144 213.3670044 93.55457306 0.898746848 15724 0.814974487 "Cammeo"
16226 517.684021 217.0805664 95.93837738 0.897040546 16466 0.583144665 "Cammeo"
10727 406.4530029 168.9637146 81.3238678 0.876550615 10868 0.797783732 "Osmancik"
10588 404.3240051 163.6620789 83.96915436 0.858350217 10756 0.614866436 "Osmancik"
12115 449.197998 187.5915833 83.37023926 0.895816445 12440 0.566863179 "Osmancik"
13932 495.5280151 213.3485413 84.32090759 0.91858387 14297 0.554838717 "Cammeo"
13057 460.1679993 187.128479 90.31277466 0.875827432 13385 0.750790656 "Cammeo"
12563 444.868988 183.2237549 88.04947662 0.876963437 12767 0.766971946 "Osmancik"
10588 410.9360046 169.8278809 80.41876221 0.88077718 10783 0.78377378 "Osmancik"
15360 515.2979736 220.9217529 89.95549011 0.913346767 15662 0.641604006 "Cammeo"
14753 489.5360107 207.4660034 92.00662994 0.896285236 14984 0.804679811 "Cammeo"
11050 424.7340088 175.5983582 80.98214722 0.887307525 11295 0.593002021 "Osmancik"
14960 482.1400146 199.5439758 96.21820068 0.876066387 15149 0.611860931 "Osmancik"
15080 512.9459839 211.9261169 92.14079285 0.900537729 15533 0.566768169 "Cammeo"
12393 438.8909912 184.7748413 86.00998688 0.885055602 12582 0.706475914 "Osmancik"
14734 498.7070007 211.0009613 90.11148071 0.904220164 15171 0.784599841 "Cammeo"
11720 425.4500122 171.5880127 88.36038208 0.857216239 11912 0.779203534 "Osmancik"
12124 446.4400024 188.9753418 82.71679688 0.899115205 12336 0.740351737 "Osmancik"
12590 447.5320129 180.0244598 89.97459412 0.866146088 12875 0.669111371 "Osmancik"
11116 409.5440063 166.3851318 86.12647247 0.855602622 11313 0.621874154 "Osmancik"
13655 477.6260071 203.9560394 86.22283173 0.90624541 13857 0.73782891 "Cammeo"
13397 474.8649902 200.5462646 86.39673615 0.902444065 13762 0.694037199 "Cammeo"
12714 454.5450134 185.1232758 88.69658661 0.87774843 12939 0.62268585 "Osmancik"
11786 424.618988 171.8438568 88.34416199 0.857732892 11946 0.624787927 "Osmancik"
11104 420.9700012 164.9390259 87.29203033 0.84847331 11429 0.632706523 "Osmancik"
8810 384.7470093 164.3539429 68.90158081 0.907881498 8987 0.587568343 "Osmancik"
16122 539 233.9135132 89.53108215 0.923850715 16440 0.511160433 "Cammeo"
10211 392.3529968 163.1970825 80.24487305 0.870761693 10348 0.753468096 "Osmancik"
11856 456.4219971 201.0033722 75.42108154 0.9269346 12027 0.716461182 "Cammeo"
12655 459.9049988 192.9947968 84.9026947 0.898035884 12959 0.645334005 "Cammeo"
11908 430.7030029 174.3730011 88.10850525 0.86295104 12162 0.688323677 "Osmancik"
10948 408.4389954 167.1761169 83.6878891 0.865680397 11132 0.754670143 "Osmancik"
15080 500.006012 209.5892792 92.79666138 0.896642745 15614 0.732323229 "Cammeo"
11889 440.947998 178.9921417 85.91994476 0.877257109 12185 0.763780057 "Osmancik"
11546 429.5239868 175.6586914 84.9068222 0.875420332 11757 0.606312037 "Osmancik"
14009 487.0629883 208.6516571 86.59980774 0.909800947 14333 0.75010711 "Cammeo"
14431 497.0629883 212.0456696 87.85141754 0.910138488 14805 0.6486426 "Cammeo"
12939 469.4809875 202.0433197 83.09899139 0.911503255 13165 0.657703459 "Cammeo"
12136 455.4289856 195.5704041 80.09986877 0.912278473 12334 0.772304952 "Osmancik"
13049 469.5379944 196.4661713 85.99484253 0.899117112 13409 0.72700429 "Osmancik"
9120 383.572998 158.4627075 74.1576767 0.883738041 9293 0.617635131 "Osmancik"
15529 509.0169983 207.0513153 96.9881134 0.88350302 15993 0.599737406 "Cammeo"
15113 493.7380066 206.5661316 94.1913681 0.889986694 15374 0.659035385 "Cammeo"
17338 530.0440063 222.0843658 100.549118 0.89163655 17725 0.792449355 "Cammeo"
14587 497.946991 211.6872864 88.91320801 0.907514155 14926 0.648685932 "Cammeo"
10847 414.4509888 165.5851746 85.0072937 0.85816437 11148 0.679721773 "Osmancik"
10873 416.0409851 170.9129791 82.10005951 0.877070487 11085 0.645358503 "Osmancik"
12149 455.5620117 191.4457245 82.05867004 0.903481901 12510 0.714226902 "Cammeo"
11133 431.7019958 184.9529877 77.7363205 0.90738374 11287 0.552232146 "Osmancik"
11357 427.0409851 178.5951538 81.39303589 0.890112698 11546 0.596731842 "Osmancik"
12913 449.0239868 178.1638031 93.14697266 0.852445245 13198 0.625629842 "Osmancik"
13562 474.2189941 194.6127625 90.66897583 0.884840369 13871 0.713338971 "Cammeo"
9322 385.4159851 157.3514557 76.3523407 0.874384105 9566 0.636531234 "Osmancik"
11869 434.2520142 177.8726501 86.16555023 0.874834061 12144 0.621511221 "Osmancik"
9577 404.5440063 166.9007568 74.35095978 0.895291865 9855 0.612261832 "Osmancik"
12581 439.1549988 171.1239014 95.38031006 0.830260396 12858 0.695736349 "Osmancik"
16893 523.2540283 216.2404938 100.408165 0.885659337 17293 0.68105948 "Cammeo"
12234 449.3800049 188.6259308 83.90933228 0.895607471 12492 0.594749629 "Cammeo"
12000 440.4869995 181.4352264 84.99417114 0.883487582 12196 0.637755096 "Osmancik"
13907 485.7200012 202.5810852 89.2024231 0.897836268 14358 0.555724263 "Cammeo"
11392 427.7449951 174.0228729 84.52707672 0.874112248 11609 0.602560043 "Osmancik"
12024 436.526001 182.3500977 84.88275146 0.88505137 12235 0.626641631 "Osmancik"
8679 380.6010132 158.23526 70.78799438 0.894354403 8889 0.718044162 "Osmancik"
14982 505.0780029 217.3649902 88.5952301 0.913166225 15325 0.559238493 "Cammeo"
10821 418.0020142 176.5582275 79.08771515 0.894062996 10986 0.590408146 "Osmancik"
15126 500.1140137 209.1668091 93.81420898 0.89377588 15496 0.706030607 "Cammeo"
11708 433.6650085 184.3030853 81.25191498 0.897575736 11888 0.611703217 "Osmancik"
14466 497.8399963 204.4095459 91.21478271 0.89491564 14885 0.656500995 "Cammeo"
12567 453.7720032 192.2237701 83.54117584 0.900621772 12778 0.575359404 "Osmancik"
11719 436.4249878 180.1156921 83.87120056 0.884967983 11922 0.683323622 "Osmancik"
13470 471.1879883 200.5023499 86.7831955 0.901476145 13729 0.582108915 "Cammeo"
14881 495.6180115 206.6678314 93.32417297 0.892237723 15225 0.583980858 "Cammeo"
16067 526.4249878 228.9422607 90.14622498 0.919217169 16370 0.555855393 "Cammeo"
16302 526.3400269 225.3229675 92.99416351 0.91086024 16669 0.608351707 "Cammeo"
11353 418.756012 169.480072 86.2026825 0.8609851 11510 0.622969687 "Osmancik"
13424 461.4689941 186.5067444 92.67175293 0.867818415 13702 0.675523341 "Cammeo"
12280 444.4230042 182.7072449 86.71579742 0.880192935 12565 0.663389325 "Osmancik"
14339 492.3080139 205.7731628 90.85659027 0.897242725 14818 0.62747246 "Cammeo"
14161 488.6870117 206.5074615 87.96766663 0.904733479 14428 0.593951821 "Cammeo"
9424 387.973999 154.5109406 79.71231842 0.856648326 9633 0.604528844 "Osmancik"
10705 414.3349915 169.6468964 81.6556778 0.876540959 10882 0.77348268 "Osmancik"
14566 498.026001 208.2254333 90.5405426 0.900517523 14927 0.560834765 "Cammeo"
11297 416.6799927 165.3592072 88.23674774 0.845732868 11535 0.62928921 "Osmancik"
12357 452.9830017 189.5781097 84.28502655 0.89573288 12666 0.646624804 "Osmancik"
10737 414.4719849 170.4575806 81.17028809 0.879342139 10986 0.611794889 "Osmancik"
11304 419.1809998 171.3791199 84.67481232 0.869417012 11504 0.720918357 "Osmancik"
12737 445.1539917 178.9357452 91.93397522 0.857920706 12942 0.618541181 "Osmancik"
15311 507.9949951 215.141449 91.61975098 0.904789925 15690 0.704407454 "Cammeo"
12244 442.1900024 179.9014587 87.8075943 0.872794867 12568 0.63269949 "Osmancik"
11323 422.4379883 169.9845581 86.26496124 0.861659348 11628 0.60312134 "Osmancik"
12745 453.0350037 187.0058441 87.66728973 0.883307338 13040 0.605175674 "Cammeo"
10810 415.303009 169.0044556 82.43157959 0.872984469 11029 0.698094904 "Osmancik"
9994 406.6430054 173.0985107 74.46515656 0.902738631 10123 0.807009041 "Osmancik"
11966 456.8460083 194.2702637 79.35068512 0.912778378 12337 0.574597836 "Cammeo"
14658 477.1170044 189.5666351 99.99777985 0.849550545 15048 0.649503708 "Osmancik"
14337 494.2990112 206.6927795 89.74820709 0.900811374 14859 0.709893048 "Cammeo"
11307 437.8800049 181.0375824 80.66364288 0.895250618 11662 0.718452156 "Osmancik"
12599 450.20401 184.9691467 87.25172424 0.881753981 12818 0.736439109 "Osmancik"
12032 437.303009 176.7515564 87.45618439 0.869008422 12264 0.641433001 "Osmancik"
14500 504.0679932 218.9050293 85.14116669 0.921262622 14864 0.619896531 "Cammeo"
11366 431.9360046 179.0712585 81.93755341 0.889173865 11737 0.606348336 "Osmancik"
15550 505.7630005 211.37883 94.41613007 0.894699872 15896 0.718842447 "Cammeo"
14011 493.8789978 212.6303101 85.02820587 0.916564226 14336 0.627986193 "Cammeo"
15094 506.5069885 217.9382935 89.09558868 0.912619054 15346 0.668556511 "Cammeo"
12982 466.1570129 200.5194702 82.79619598 0.910772502 13188 0.622279763 "Cammeo"
14734 507.2839966 217.8244476 86.65876007 0.917455852 15039 0.681372523 "Cammeo"
11699 434.8919983 178.2296906 85.45214844 0.877569437 12005 0.588925242 "Osmancik"
11816 453.9899902 191.0656281 79.93447876 0.908280671 12079 0.767771304 "Osmancik"
12444 445.8720093 183.3505707 87.90731049 0.877569556 12630 0.604547203 "Osmancik"
9854 397.0669861 169.1532288 74.63223267 0.897403479 9992 0.723920047 "Osmancik"
16603 513.5230103 213.5202637 99.96153259 0.883643985 16922 0.608904541 "Cammeo"
11052 418.9500122 170.4664459 83.59331512 0.871508777 11338 0.701981723 "Osmancik"
10871 416.5379944 171.4437103 82.22730255 0.877478004 11156 0.600840092 "Osmancik"
11710 429.0629883 178.2835999 84.48762512 0.880581617 11906 0.593392134 "Osmancik"
10499 408.7290039 165.5593719 82.35824585 0.867490113 10785 0.661312699 "Osmancik"
12016 469.4249878 196.9492493 79.83517456 0.91415751 12464 0.562968493 "Cammeo"
12962 456.7139893 185.9990997 90.16757202 0.874639332 13224 0.608373225 "Osmancik"
14938 502.6870117 209.6447296 92.03596497 0.898482561 15331 0.635200083 "Cammeo"
11363 423.2659912 175.8741608 83.84262848 0.8790555 11548 0.791350365 "Osmancik"
11891 446.4070129 189.0554657 81.9135437 0.901260376 12125 0.551914573 "Osmancik"
10838 412.4909973 165.197464 84.85578918 0.857992172 11167 0.718319178 "Osmancik"
13509 480.4660034 207.1371613 83.94016266 0.914210558 13732 0.595634937 "Cammeo"
11814 424.5320129 172.855957 87.35523987 0.862906039 11970 0.738144338 "Osmancik"
11279 426.2120056 168.4024658 86.92972565 0.85646677 11651 0.660904706 "Osmancik"
15790 516.4799805 218.4259033 92.93593597 0.904967666 16197 0.750154376 "Cammeo"
14806 497.8559875 211.1334991 90.01241302 0.904568017 15114 0.651213944 "Cammeo"
11543 431.7630005 179.598114 82.52258301 0.88818568 11786 0.602641761 "Osmancik"
13050 467.5220032 194.8988495 86.94762421 0.894974828 13389 0.619775832 "Cammeo"
9165 380.6600037 156.6703949 75.54000854 0.876083851 9366 0.65436244 "Osmancik"
14952 488.6300049 203.0029602 94.55452728 0.884901047 15187 0.615612626 "Cammeo"
11287 419.9179993 170.1075592 85.72703552 0.863728285 11557 0.669692636 "Osmancik"
10623 423.0230103 175.0342712 78.42090607 0.894017696 10897 0.587295473 "Osmancik"
11242 418.6459961 172.5299072 83.84862518 0.873961747 11409 0.648888886 "Osmancik"
12482 448.5390015 185.0900421 87.2516098 0.881919026 12744 0.592687547 "Osmancik"
13118 480.0859985 207.1090393 81.70571136 0.918893456 13652 0.568765163 "Cammeo"
